농약제품목록,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
등록번호,구분,작물명,병해충명,품목명,일반명,유효성분 함유량,상표명,인축독성,어독성,용도,등록일,작용기작,희석배수,사용량,사용적기,사용방법,안전사용기준(시기),안전사용기준(횟수),제형,법인명(상호명)
1-살균-398,제조,고추(단고추류포함),흰가루병,펜티오피라드 유제,Penthiopyrad,20%,크린캡,Ⅳ급(저독성),Ⅱ급,살균,2011-10-10,다2,4000배,-,발병초 10일간격,경엽처리,수확2일전,3회,유제,(주)경농
46-살균-434,제조,고추,흰가루병,아족시스트로빈.헥사코나졸 액상수화제,Azoxystrobin+Hexaconazole,13(12+1)%,클릭,Ⅳ급(저독성),Ⅱ급,살균,2016-11-01,다3+사1,2000배,-,발생초기 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)팜한농
46-살균-434,제조,단고추류,흰가루병,아족시스트로빈.헥사코나졸 액상수화제,Azoxystrobin+Hexaconazole,13(12+1)%,클릭,Ⅳ급(저독성),Ⅱ급,살균,2016-11-01,다3+사1,2000배,-,발생초기 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)팜한농
3-살균-194,제조,고추(단고추류포함),흰가루병,이미녹타딘트리스알베실레이트 액상수화제,Iminoctadine tris(albesilate),30%,탈렌트,Ⅳ급(저독성),Ⅲ급,살균,2009-01-01,카,1000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)동방아그로
70-살균-5,수입,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,탑앤탑,Ⅳ급(저독성),Ⅱ급,살균,2013-02-21,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)한얼싸이언스
52-살균-112,제조,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,탑앤탑,Ⅳ급(저독성),Ⅱ급,살균,2014-05-28,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)한얼싸이언스
46-살균-294,제조,고추(단고추류포함),흰가루병,바실루스서브틸리스디비비1501 수화제,Bacillus subtilis DBB-1501,1.0x10^9cfu/g,테라스,Ⅳ급(저독성),Ⅲ급,살균,2007-10-01,생2,500배,-,발병초 7일간격,경엽처리,발생초기,-,수화제,(주)팜한농
163-살균-14,수입,고추,흰가루병,테부코나졸 수화제,Tebuconazole,25%,테바론,Ⅳ급(저독성),Ⅲ급,살균,2025-02-21,사1,2000배,-,발병 초부터,경엽처리,수확3일전,3회,수화제,아그로스타(주)
163-살균-14,수입,단고추류,흰가루병,테부코나졸 수화제,Tebuconazole,25%,테바론,Ⅳ급(저독성),Ⅲ급,살균,2025-02-21,사1,2000배,-,발병 초부터,경엽처리,수확3일전,3회,수화제,아그로스타(주)
76-살균-62,제조,고추,흰가루병,테부코나졸 수화제,Tebuconazole,25%,테부칸,Ⅳ급(저독성),Ⅲ급,살균,2024-04-01,사1,2000배,-,발생초기,경엽처리,수확3일전,3회,수화제,(주)신농팜케미컬
63-살균-48,제조,고추(단고추류포함),흰가루병,테부코나졸 수화제,Tebuconazole,25%,테부칸,Ⅳ급(저독성),Ⅲ급,살균,2021-06-15,사1,2000배,-,발병초 10일간격 ,경엽처리,수확3일전,3회,수화제,(주)케이씨생명과학
85-살균-45,수입,고추(단고추류포함),흰가루병,테부코나졸 수화제,Tebuconazole,25%,테부칸,Ⅳ급(저독성),Ⅲ급,살균,2017-09-20,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,(주)케이씨생명과학
76-살균-62,제조,단고추류,흰가루병,테부코나졸 수화제,Tebuconazole,25%,테부칸,Ⅳ급(저독성),Ⅲ급,살균,2024-04-01,사1,2000배,-,발생초기,경엽처리,수확3일전,3회,수화제,(주)신농팜케미컬
122-살균-2,수입,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,투빅,Ⅳ급(저독성),Ⅱ급,살균,2020-12-24,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,에이치바이오텍
8-살균-41,수입,고추(단고추류포함),흰가루병,황 입상수화제,Sulfur,80%,트리로그,Ⅳ급(저독성),Ⅱ급,살균,2012-03-25,카,500배,-,발병초 10일간격,경엽처리,발생초기,-,입상수화제,(주)농협케미컬
8-살균-265,제조,고추(단고추류포함),흰가루병,트리플루미졸 수화제,Triflumizole,30%,트리후민,Ⅳ급(저독성),Ⅱ급,살균,2004-01-16,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,수화제,(주)농협케미컬
75-살균-4,제조,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,파이토가드,Ⅳ급(저독성),Ⅱ급,살균,2021-01-14,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)그린시티
75-살균-4,제조,단고추류,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,파이토가드,Ⅳ급(저독성),Ⅱ급,살균,2021-01-14,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)그린시티
6-살균-192,제조,고추(단고추류포함),흰가루병,디페노코나졸.티오파네이트메틸 액상수화제,Difenoconazole+Thiophanate-methyl,24(4+20)%,포커스,Ⅳ급(저독성),Ⅲ급,살균,2008-03-31,사1+나1,1000배,-,발병초 10일간격,경엽처리,수확5일전,3회,액상수화제,에스비성보주식회사
1-살균-40,수입,고추,흰가루병,피디플루메토펜 액상수화제,Pydiflumetofen,18.35%,푸사리언,Ⅳ급(저독성),Ⅱ급,살균,2021-01-05,다2,4000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)경농
1-살균-40,수입,단고추류,흰가루병,피디플루메토펜 액상수화제,Pydiflumetofen,18.35%,푸사리언,Ⅳ급(저독성),Ⅱ급,살균,2021-01-05,다2,4000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)경농
50-살균-8,수입,고추,흰가루병,피리오페논 액상수화제,Pyriofenone,26.5%,프로파티,Ⅲ급(보통독성),Ⅲ급,살균,2013-03-04,나6,4000배,-,발생초기 10일간격,경엽처리,수확3일전,3회,액상수화제,ISK바이오사이언스 코리아(주)
50-살균-8,수입,단고추류,흰가루병,피리오페논 액상수화제,Pyriofenone,26.5%,프로파티,Ⅲ급(보통독성),Ⅲ급,살균,2013-03-04,나6,4000배,-,발생초기 10일간격,경엽처리,수확3일전,3회,액상수화제,ISK바이오사이언스 코리아(주)
21-살균-4,수입,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,프리건,Ⅳ급(저독성),Ⅱ급,살균,2016-12-13,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)유일
44-살균-14,제조,고추,흰가루병,아이소피라잠 유제,Isopyrazam,12.57%,프리퍼,Ⅲ급(보통독성),Ⅰ급,살균,2023-07-19,다2,2000배,-,발생초기,경엽처리,수확2일전,3회,유제,아다마코리아(주)
47-살균-26,수입,고추(단고추류포함),흰가루병,아이소피라잠 유제,Isopyrazam,12.57%,프리퍼,Ⅲ급(보통독성),Ⅰ급,살균,2020-03-11,다2,2000배,-,발생초 10일간격,경엽처리,수확2일전,3회,유제,아다마코리아(주)
44-살균-14,제조,단고추류,흰가루병,아이소피라잠 유제,Isopyrazam,12.57%,프리퍼,Ⅲ급(보통독성),Ⅰ급,살균,2023-07-19,다2,2000배,-,발생초기,경엽처리,수확2일전,3회,유제,아다마코리아(주)
4-살균-216,제조,고추(단고추류포함),흰가루병,트리플록시스트로빈 액상수화제,Trifloxystrobin,22%,프린트,Ⅳ급(저독성),Ⅰ급,살균,2003-01-15,다3,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,액상수화제,바이엘크롭사이언스(주)
14-살균-327,제조,고추(단고추류포함),흰가루병,보스칼리드.피리오페논 액상수화제,Boscalid+Pyriofenone,23(15+8)%,피리오,Ⅳ급(저독성),Ⅲ급,살균,2012-10-31,다2+나6,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,한국삼공(주)
46-살균-133,제조,고추(단고추류포함),흰가루병,테부코나졸 수화제,Tebuconazole,25%,해모수,Ⅳ급(저독성),Ⅲ급,살균,1995-04-20,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,(주)팜한농
127-살균-1,수입,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,행운,Ⅳ급(저독성),Ⅱ급,살균,2019-08-23,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)하나바이오
14-살균-264,제조,고추(단고추류포함),흰가루병,사이플루페나미드.헥사코나졸 액상수화제,Cyflufenamid+Hexaconazole,4.5(3.5+1)%,힌트,Ⅳ급(저독성),Ⅲ급,살균,2005-09-30,미분류(살균제)+사1,2000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,한국삼공(주)
46-살균-528,제조,고추(단고추류포함),흰비단병,헥사코나졸.메탈락실 입제,Hexaconazole+Metalaxyl,2.5(1.5+1)%,골드문,Ⅳ급(저독성),Ⅲ급,살균,2012-02-02,사1+가1,-,6㎏/10a,정식전,토양처리,정식기,1회,입제,(주)팜한농
46-살균-528,제조,단고추류,흰비단병,헥사코나졸.메탈락실 입제,Hexaconazole+Metalaxyl,2.5(1.5+1)%,골드문,Ⅳ급(저독성),Ⅲ급,살균,2012-02-02,사1+가1,-,6㎏/10a,정식전,토양처리,정식기,1회,입제,(주)팜한농
14-균충-350,제조,고추(단고추류포함),흰비단병,헥사코나졸.테플루트린 입제,Hexaconazole+Tefluthrin,2(1.5+0.5)%,광야,Ⅳ급(저독성),Ⅰ급,균충,2016-01-26,사1+3a,-,6㎏/10a,정식전 ,토양처리,정식기,1회,입제,한국삼공(주)
1-살균-544,제조,고추(단고추류포함),흰비단병,테부코나졸.티플루자마이드 입제,Tebuconazole+Thifluzamide,1.5(0.5+1)%,균핵용사,Ⅳ급(저독성),Ⅲ급,살균,2019-02-18,사1+다2,-,6㎏/10a,정식전,토양처리,정식전,1회,입제,(주)경농
1-살균-387,제조,고추(단고추류포함),흰비단병,에트리디아졸.플루톨라닐 유제,Etridiazole+Flutolanil,24(12+12)%,녹색바람,Ⅳ급(저독성),Ⅲ급,살균,2010-10-15,바3+다2,1000배,100㎖/주,발생초 7일간격,관주처리,수확3일전,3회,유제,(주)경농
69-살균-14,제조,고추(단고추류포함),흰비단병,테부코나졸 입제,Tebuconazole,2%,땅지기,Ⅳ급(저독성),Ⅲ급,살균,2018-05-08,사1,-,3㎏/10a,정식전,두둑처리,정식기,1회,입제,㈜이엑스아이디
62-살균-39,제조,고추,흰비단병,테부코나졸 입제,Tebuconazole,2%,마제스타,Ⅳ급(저독성),Ⅲ급,살균,2021-09-17,사1,-,3㎏/10a,정식 전,토양처리,정식기,1회,입제,지넥스(주)
62-살균-39,제조,단고추류,흰비단병,테부코나졸 입제,Tebuconazole,2%,마제스타,Ⅳ급(저독성),Ⅲ급,살균,2021-09-17,사1,-,3㎏/10a,정식 전,토양처리,정식기,1회,입제,지넥스(주)
46-살균-431,제조,고추(단고추류포함),흰비단병,만데스트로빈 액상수화제,Mandestrobin,40%,만데스,Ⅳ급(저독성),Ⅱ급,살균,2016-08-02,다3,2000배,100㎖/주,발병초 7일간격 ,관주처리,수확3일전,3회,액상수화제,(주)팜한농
52-살균-9,제조,고추(단고추류포함),흰비단병,테부코나졸 입제,Tebuconazole,2%,멸균탄,Ⅳ급(저독성),Ⅲ급,살균,2010-03-31,사1,-,3㎏/10a,정식전,두둑처리,정식기,1회,입제,(주)한얼싸이언스
46-살균-362,제조,고추(단고추류포함),흰비단병,플루퀸코나졸.테부코나졸 입제,Fluquinconazole+Tebuconazole,3(2+1)%,모라처,Ⅳ급(저독성),Ⅲ급,살균,2012-08-28,사1+사1,-,1g/주,발병직전부터 7일간격 ,주원처리,수확7일전,3회,입제,(주)팜한농
3-살균-342,제조,고추(단고추류포함),흰비단병,펜사이큐론 입제,Pencycuron,3%,몬스터,Ⅳ급(저독성),Ⅲ급,살균,2014-07-21,나4,-,6㎏/10a,정식전 ,토양처리,정식기,1회,입제,(주)동방아그로
3-살균-342,제조,고추(잎),흰비단병,펜사이큐론 입제,Pencycuron,3%,몬스터,Ⅳ급(저독성),Ⅲ급,살균,2014-07-21,나4,-,6㎏/10a,정식(파종)전,토양처리,정식기,1회,입제,(주)동방아그로
1-살균-141,제조,고추(단고추류포함),흰비단병,플루톨라닐 유제,Flutolanil,15%,몬카트,Ⅳ급(저독성),Ⅱ급,살균,1993-04-20,다2,1000배,100㎖/주,발병초 7일간격 ,관주처리,수확7일전,3회,유제,(주)경농
46-살균-376,제조,고추(단고추류포함),흰비단병,플룩사피록사드.피라클로스트로빈 액상수화제,Fluxapyroxad+Pyraclostrobin,12.9(4.6+8.3)%,미리본,Ⅳ급(저독성),Ⅰ급,살균,2013-04-15,다2+다3,2000배,100㎖/주,발병초 7일간격,관주처리,수확7일전,3회,액상수화제,(주)팜한농
46-살균-586,제조,고추(단고추류포함),흰비단병,플룩사피록사드.피라클로스트로빈 입제,Fluxapyroxad+Pyraclostrobin,0.8(0.5+0.3)%,미리본,Ⅳ급(저독성),Ⅱ급,살균,2018-09-07,다2+다3,-,4㎏/10a,정식전,토양처리,정식기,1회,입제,(주)팜한농
46-살균-398,제조,고추(단고추류포함),흰비단병,디페노코나졸.플루디옥소닐 수화제,Difenoconazole+Fludioxonil,18(8+10)%,배팅,Ⅳ급(저독성),Ⅱ급,살균,2014-02-14,사1+마2,1000배,100㎖/주,발병초 7일간격 ,관주처리,수확3일전,3회,수화제,(주)팜한농
29-살균-44,제조,고추,흰비단병,테부코나졸 입제,Tebuconazole,2%,백중탄,Ⅳ급(저독성),Ⅲ급,살균,2020-12-29,사1,-,3㎏/10a,정식전(두둑처리),토양처리,정식기,1회,입제,(주)유피엘리미티드코리아
29-살균-44,제조,단고추류,흰비단병,테부코나졸 입제,Tebuconazole,2%,백중탄,Ⅳ급(저독성),Ⅲ급,살균,2020-12-29,사1,-,3㎏/10a,정식전(두둑처리),토양처리,정식기,1회,입제,(주)유피엘리미티드코리아
3-살균-411,제조,고추,흰비단병,플로릴피콕사미드 입제,Florylpicoxamid,0.5%,버픽스,Ⅳ급(저독성),Ⅱ급,살균,2022-07-25,다4,-,4㎏/10a,정식전,토양처리,정식기,1회,입제,(주)동방아그로
3-살균-411,제조,단고추류,흰비단병,플로릴피콕사미드 입제,Florylpicoxamid,0.5%,버픽스,Ⅳ급(저독성),Ⅱ급,살균,2022-07-25,다4,-,4㎏/10a,정식전,토양처리,정식기,1회,입제,(주)동방아그로
1-살균-413,제조,고추(단고추류포함),흰비단병,보스칼리드.피라클로스트로빈 입제,Boscalid+Pyraclostrobin,1.05(0.8+0.25)%,벨리스플러스,Ⅳ급(저독성),Ⅲ급,살균,2012-04-09,다2+다3,-,6㎏/10a,정식전,토양처리,정식기,1회,입제,(주)경농
2-살균-279,제조,고추(단고추류포함),흰비단병,플루디옥소닐 액상수화제,Fludioxonil,20%,사파이어,Ⅳ급(저독성),Ⅱ급,살균,2012-03-21,마2,2000배,100㎖/주,발병초 7일 간격,관주처리,수확2일전,3회,액상수화제,신젠타코리아(주)
46-살균-604,제조,고추(단고추류포함),흰비단병,플루디옥소닐 액상수화제,Fludioxonil,20%,사파이어,Ⅳ급(저독성),Ⅱ급,살균,2021-10-28,마2,2000배,100㎖/주,발생초기,관주처리,수확2일전,3회,액상수화제,(주)팜한농
1-살균-261,제조,고추(단고추류포함),흰비단병,디페노코나졸.이미녹타딘트리아세테이트 미탁제,Difenoconazole+Iminoctadine triacetate,18(3+15)%,삼진왕,Ⅲ급(보통독성),Ⅲ급,살균,2009-01-01,사1+카,1000배,100㎖/주,발생초 7일간격 ,관주처리,수확3일전,4회,미탁제,(주)경농
8-살균-365,제조,고추(단고추류포함),흰비단병,플루디옥소닐 액상수화제,Fludioxonil,20%,샤이나,Ⅳ급(저독성),Ⅱ급,살균,2015-04-23,마2,2000배,200㎖/주,발병초 7일 간격,관주처리,수확2일전,3회,액상수화제,(주)농협케미컬
6-살균-251,제조,고추(단고추류포함),흰비단병,피리벤카브 액상수화제,Pyribencarb,20%,선두주자,Ⅳ급(저독성),Ⅱ급,살균,2015-02-04,다3,2000배,-,별병초 7일간격,관주처리,수확2일전,3회,액상수화제,에스비성보주식회사
6-살균-170,제조,고추(단고추류포함),흰비단병,플루퀸코나졸.프로클로라즈망가니즈 수화제,Fluquinconazole+Prochloraz-manganese,30(5+25)%,성보탄저박사,Ⅳ급(저독성),Ⅱ급,살균,2005-03-29,사1+사1,1000배,100㎖/주,발병초 7일간격,관주처리,수확3일전,3회,수화제,에스비성보주식회사
46-살균-590,제조,고추,흰비단병,플룩사피록사드.메탈락실엠 액상수화제,Fluxapyroxad+Metalaxyl-M,8(4+4)%,속시원,Ⅳ급(저독성),Ⅱ급,살균,2019-02-18,다2+가1,2000배,100㎖/주,발생초기,관주처리,수확3일전,3회,액상수화제,(주)팜한농
46-살균-590,제조,단고추류,흰비단병,플룩사피록사드.메탈락실엠 액상수화제,Fluxapyroxad+Metalaxyl-M,8(4+4)%,속시원,Ⅳ급(저독성),Ⅱ급,살균,2019-02-18,다2+가1,2000배,100㎖/주,발생초기,관주처리,수확3일전,3회,액상수화제,(주)팜한농
14-살균-382,제조,고추,흰비단병,코퍼옥시클로라이드.프로클로라즈망가니즈 입제,Copper oxychloride+Prochloraz-manganese,6(4.7+1.3)%,스쿠퍼,Ⅳ급(저독성),Ⅱ급,살균,2022-01-25,카+사1,-,6㎏/10a,정식전,토양처리,정식기,1회,입제,한국삼공(주)
14-살균-382,제조,단고추류,흰비단병,코퍼옥시클로라이드.프로클로라즈망가니즈 입제,Copper oxychloride+Prochloraz-manganese,6(4.7+1.3)%,스쿠퍼,Ⅳ급(저독성),Ⅱ급,살균,2022-01-25,카+사1,-,6㎏/10a,정식전,토양처리,정식기,1회,입제,한국삼공(주)
14-살균-360,제조,고추(단고추류포함),흰비단병,프로클로라즈망가니즈 입제,Prochloraz-manganese,1.3%,스포르곤,Ⅳ급(저독성),Ⅲ급,살균,2017-08-25,사1,-,6㎏/10a,정식전,토양처리,정식기,1회,입제,한국삼공(주)
46-살균-628,제조,고추,흰비단병,테부코나졸 입제,Tebuconazole,2%,실바코,Ⅳ급(저독성),Ⅲ급,살균,2024-12-27,사1,,3㎏/10a,정식전,토양처리,정식기,1회,입제,(주)팜한농
4-살균-368,제조,고추(단고추류포함),흰비단병,테부코나졸 입제,Tebuconazole,2%,실바코,Ⅳ급(저독성),Ⅲ급,살균,2012-07-23,사1,-,3㎏/10a,정식전,두둑처리,정식기,1회,입제,바이엘크롭사이언스(주)
